Image_ID,Image_Number,Aspect_Ratio,Gender,Age,Smile,Pitch_Angle,Roll_Angle,Yaw_Angle,Blurness,Motionblur,Gaussianblur,Anger,Disgust,Fear,Happiness,Neutral,Sadness,Surprise,Facequality,Beauty,Mouthstatus,Skinstatus,Glass
16548120,1388,0.9770114942528736,Female,44,100.0,2.7788887,-0.73957056,2.7478302,0.503,0.503,0.503,0.003,0.701,0.003,98.953,0.184,0.155,0.003,92.876,61.754,close,health,None
16548120,1389,1.0323450134770888,Female,27,93.583,8.666698,-0.92213076,6.7340055,0.361,0.361,0.361,0.002,0.002,0.002,63.666,36.308,0.019,0.002,85.378,72.065,close,health,None
1005244492,138,0.9915611814345991,Female,55,100.0,7.2927294,3.0309875,-3.140664,0.486,0.486,0.486,0.002,0.002,0.025,99.936,0.001,0.001,0.032,91.019,78.066,open,health,None
16548120,1390,0.9763313609467456,Male,68,100.0,3.2990928,-8.182352,4.9952765,0.543,0.543,0.543,0.0,0.0,0.0,99.999,0.0,0.0,0.0,90.638,38.593,close,stain,None
16548120,1390,1.0063694267515924,Female,37,99.996,7.127485,8.452288,6.4732537,0.21,0.21,0.21,0.002,0.016,0.002,99.484,0.358,0.137,0.002,86.962,46.316,close,health,None
16548120,1390,0.9622641509433962,Female,74,100.0,-5.0112867,3.0646498,0.36052728,0.353,0.353,0.353,0.0,0.0,0.0,100.0,0.0,0.0,0.0,93.786,40.823,open,dark_circle,None
16548120,1391,1.0103092783505154,Female,28,53.556,-26.946787,3.2036054,10.376194,0.314,0.314,0.314,1.976,5.101,0.063,1.701,0.007,91.144,0.007,10.309,54.046,other_occlusion,health,None
1008089012,1393,1.0,Female,52,99.321,-2.2486007,-2.924818,13.619071,0.221,0.221,0.221,0.002,0.002,0.002,97.926,2.065,0.002,0.002,65.99,68.775,close,health,None
1009202336,1394,1.0515463917525774,Male,40,92.408,-0.1991299,-1.6516896,7.687054,0.36,0.36,0.36,0.834,5.354,0.086,91.012,0.742,0.086,1.886,87.732,56.132,open,health,None
1611482,1395,1.1157894736842104,Male,29,57.723,4.5217457,-3.2629137,0.5765636,3.542,3.542,3.542,0.012,0.012,0.12,52.097,47.544,0.195,0.021,92.965,55.842,close,acne,Normal
1611482,1396,1.0671140939597314,Male,34,0.243,2.929262,-3.6792145,2.862451,0.357,0.357,0.357,0.003,0.0,0.0,0.688,99.166,0.001,0.142,92.794,73.391,other_occlusion,health,Normal
1611482,1398,1.0793650793650793,Male,43,53.718,-0.3750747,-5.0434713,3.2555182,0.24,0.24,0.24,0.001,0.287,0.001,0.386,99.321,0.001,0.002,93.08,62.616,close,stain,Normal
42551019,1399,1.0212765957446808,Male,54,100.0,4.3197236,3.8115983,-5.3994617,0.185,0.185,0.185,0.01,7.628,0.01,76.219,0.01,13.93,2.192,89.917,66.582,open,stain,Normal
65896981,139,0.9873417721518988,Female,48,99.983,-0.6150201,-5.3403373,2.6128743,0.361,0.361,0.361,0.004,0.093,0.043,99.744,0.042,0.004,0.07,93.463,52.175,open,stain,None
42551019,1400,0.9310344827586207,Male,51,100.0,7.480425,10.176072,-3.9263964,89.579,89.579,89.579,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.006,48.819,open,stain,Normal
42551019,1400,0.8661417322834646,Female,20,96.573,4.567817,-0.038020674,24.639214,49.375,49.375,49.375,0.0,0.01,0.0,99.983,0.001,0.004,0.0,0.1,71.221,open,health,None
42551019,1400,0.9833333333333333,Male,37,77.299,13.578933,-4.7673335,32.83282,100.0,100.0,100.0,11.305,0.378,28.706,2.081,7.644,45.933,3.953,0.006,62.805,close,acne,None
42551019,1401,0.9947368421052631,Male,61,99.999,5.0422406,1.4846355,6.4669323,0.349,0.349,0.349,0.0,0.0,0.0,99.987,0.012,0.0,0.0,88.024,52.848,open,stain,Normal
1004652591,1403,1.0380952380952382,Male,45,54.448,2.3832612,-5.634008,13.557251,0.055,0.055,0.055,0.04,0.005,0.005,61.856,37.928,0.005,0.16,66.385,73.081,close,health,None
1004652591,1404,1.0446096654275092,Male,43,68.233,3.446754,-5.091713,14.443013,0.328,0.328,0.328,0.003,0.002,0.002,95.028,4.94,0.009,0.016,59.961,73.965,open,health,None
1007472502,1405,0.9861111111111112,Female,34,99.966,3.857117,-8.21664,-1.8988531,0.365,0.365,0.365,0.004,0.004,0.012,95.295,0.054,0.004,4.626,93.221,67.702,close,health,None
1005140460,1406,1.06,Male,30,0.006,-1.3522451,3.5113447,-5.5725536,0.361,0.361,0.361,0.004,0.095,0.003,0.629,99.264,0.003,0.003,90.587,76.461,close,health,Normal
1000435309,1407,0.99609375,Male,47,100.0,7.3947554,-3.3933995,6.9155536,0.042,0.042,0.042,0.0,0.0,0.0,100.0,0.0,0.0,0.0,86.079,68.556,open,stain,Normal
39661165,1409,1.0,Female,31,89.987,2.9670208,0.37421346,11.266759,0.043,0.043,0.043,0.013,9.237,0.013,89.185,0.013,1.524,0.013,76.941,69.389,close,health,None
65896981,140,1.0114942528735633,Female,53,99.714,2.7029603,-3.525682,12.316119,0.65,0.65,0.65,0.004,0.004,0.004,94.342,5.534,0.097,0.015,72.195,35.958,close,health,None
39661165,1411,1.0115830115830116,Female,36,99.989,8.457109,-0.5961294,3.5291007,0.075,0.075,0.075,0.0,0.001,0.0,99.996,0.001,0.001,0.0,90.196,57.103,open,stain,Normal
39661165,1412,1.015625,Female,31,48.423,5.201325,-1.2877777,2.4951074,0.219,0.219,0.219,0.0,0.003,0.0,88.836,11.16,0.001,0.0,92.453,65.153,close,health,Normal
39661165,1413,0.9836601307189542,Female,52,52.607,0.73549527,-3.079552,15.850065,0.062,0.062,0.062,0.013,0.013,0.013,43.873,55.018,1.059,0.013,52.113,60.959,open,health,Normal
39661165,1414,1.0061349693251533,Female,21,71.451,4.5391865,11.347235,3.1005754,0.925,0.925,0.925,2.478,0.1,0.087,72.482,12.876,0.087,11.891,91.98,71.612,surgical_mask_or_respirator,health,Dark
39661165,1415,1.0,Female,36,56.92,6.9244833,-0.41206056,0.8378354,0.335,0.335,0.335,0.0,0.0,0.0,96.777,3.223,0.0,0.0,92.927,63.729,close,health,Normal
1005924869,1416,0.9429657794676806,Female,68,100.0,5.697196,0.7850762,3.2368119,0.347,0.347,0.347,0.009,0.043,0.024,99.261,0.009,0.009,0.644,91.638,40.863,open,dark_circle,None
1005924869,1417,0.9429657794676806,Female,68,100.0,5.697196,0.7850762,3.2368119,0.347,0.347,0.347,0.009,0.043,0.024,99.261,0.009,0.009,0.644,91.638,40.863,open,dark_circle,None
1005924869,1418,0.9416666666666667,Female,60,99.999,4.7166805,-4.1779613,-0.89031255,2.505,2.505,2.505,46.4,3.76,0.005,49.791,0.005,0.033,0.005,93.022,34.44,open,health,None
1005924869,1419,0.9285714285714286,Female,60,100.0,2.3547323,-6.081056,-0.52723855,0.513,0.513,0.513,0.211,0.642,0.211,48.395,37.589,12.166,0.787,94.283,38.198,open,stain,None
65896981,141,1.0114942528735633,Female,53,99.714,2.7029603,-3.525682,12.316119,0.65,0.65,0.65,0.004,0.004,0.004,94.342,5.534,0.097,0.015,72.195,35.958,close,health,None
1005924869,1420,0.9261744966442953,Female,58,100.0,4.4912868,-7.67203,0.5308969,0.378,0.378,0.378,0.171,0.068,1.18,87.737,0.027,10.79,0.027,93.832,35.51,open,health,None
1007214086,1421,0.9635627530364372,Female,26,99.978,9.652421,-4.8816757,-1.9385383,0.368,0.368,0.368,0.007,0.118,0.007,98.856,0.759,0.076,0.176,90.894,74.276,open,health,None
1007214086,1422,0.978021978021978,Female,34,89.703,-4.288416,-3.9486623,-3.3126945,0.363,0.363,0.363,0.008,16.965,0.008,82.566,0.188,0.254,0.01,92.05,38.633,open,health,None
1007214086,1424,0.9734513274336283,Female,26,99.987,9.247702,-5.7555027,-1.9294071,0.39,0.39,0.39,0.005,0.029,0.005,98.768,1.026,0.035,0.132,91.12,65.478,open,health,None
896864,1425,0.9632516703786191,Female,51,99.997,-0.54794425,1.7706718,-7.5607333,1.363,1.363,1.363,10.86,11.848,5.557,44.23,0.124,27.258,0.124,87.43,58.931,open,health,None
896864,1426,0.9632516703786191,Female,51,99.997,-0.54794425,1.7706718,-7.5607333,1.363,1.363,1.363,10.86,11.848,5.557,44.23,0.124,27.258,0.124,87.43,58.931,open,health,None
1004358240,1427,1.097872340425532,Female,59,100.0,11.551765,-7.181247,7.316127,0.384,0.384,0.384,0.0,0.0,0.0,99.985,0.0,0.012,0.001,81.407,48.31,open,health,None
1000187069,1429,1.0166666666666666,Female,30,27.453,4.938577,0.8920359,-20.919678,1.137,1.137,1.137,0.005,0.005,0.005,99.073,0.608,0.266,0.039,12.802,85.164,close,health,None
65896981,142,1.0410958904109588,Female,49,99.543,6.154975,-0.6898324,5.586473,0.357,0.357,0.357,0.001,0.101,0.001,99.764,0.091,0.001,0.041,88.806,51.191,close,health,None
1000187069,1430,1.0309278350515463,Female,35,100.0,6.9916334,-6.435245,-13.057985,0.041,0.041,0.041,0.003,0.025,0.0,99.972,0.0,0.0,0.0,65.253,86.768,open,health,None
1000187069,1432,1.0,Female,41,100.0,3.6757805,-2.5972822,-6.771124,1.826,1.826,1.826,0.025,0.006,0.002,99.967,0.0,0.0,0.0,87.499,55.033,open,health,None
1000187069,1434,1.0182648401826484,Female,32,28.81,5.097523,0.5320107,-21.345554,0.902,0.902,0.902,0.002,0.002,0.002,99.589,0.263,0.129,0.014,10.81,83.638,close,health,None
1004311899,1435,1.0515463917525774,Female,39,2.977,4.75641,1.8037618,-7.528068,1.14,1.14,1.14,0.01,0.007,0.007,73.063,26.873,0.013,0.027,85.914,66.818,close,health,None
1007970459,1436,0.9195402298850575,Female,28,100.0,8.028036,12.650748,6.500674,0.04,0.04,0.04,0.0,0.0,0.0,99.999,0.0,0.0,0.0,86.413,76.348,close,health,None
1007970459,1437,0.9827586206896551,Female,38,99.996,1.5617228,1.4545443,-5.303511,0.377,0.377,0.377,0.001,0.002,0.001,91.404,8.583,0.001,0.008,90.847,36.743,close,stain,Normal
1007970459,1438,0.9306569343065694,Female,28,100.0,7.775813,13.082341,6.1879377,0.043,0.043,0.043,0.0,0.0,0.0,100.0,0.0,0.0,0.0,87.112,76.263,close,health,None
1004721144,1439,0.987603305785124,Female,36,99.997,6.7817,3.0391269,-3.3128033,0.364,0.364,0.364,0.056,0.002,0.022,99.794,0.002,0.002,0.12,91.127,65.488,open,health,None
65896981,143,1.0222222222222221,Female,54,99.772,2.2942572,-4.3021007,5.5640607,0.327,0.327,0.327,0.028,0.482,0.034,99.305,0.022,0.092,0.037,90.345,44.795,close,health,None
1004721144,1440,0.991304347826087,Female,31,100.0,6.231737,-4.2055645,0.44552723,0.361,0.361,0.361,0.002,0.0,0.0,99.98,0.001,0.0,0.017,93.377,54.429,open,health,None
1006121230,1441,0.9652509652509652,Female,41,100.0,3.0163417,-12.704124,11.981767,0.333,0.333,0.333,0.0,0.0,0.0,99.999,0.0,0.001,0.0,73.748,71.678,open,health,None
1006121230,1442,0.975,Female,42,99.947,-2.5884974,-2.6125398,19.706512,0.035,0.035,0.035,0.007,0.007,0.007,99.438,0.059,0.467,0.014,21.246,66.7,open,health,None
1006121230,1443,0.9497607655502392,Female,45,99.853,-0.27844375,-6.960404,16.455805,0.038,0.038,0.038,0.016,0.014,0.014,95.544,4.215,0.142,0.054,47.702,69.032,open,health,None
1004539632,1444,0.9036144578313253,Female,35,100.0,8.987606,9.097666,11.888974,0.075,0.075,0.075,0.197,0.001,0.001,99.795,0.001,0.001,0.004,68.947,62.673,open,health,Normal
1004539632,1445,0.9275862068965517,Female,28,100.0,9.323167,10.632893,4.814061,0.048,0.048,0.048,0.0,0.329,0.001,99.663,0.0,0.0,0.005,88.148,80.102,open,health,None
1004539632,1446,0.9638989169675091,Female,38,100.0,5.23007,1.3459476,8.628198,0.145,0.145,0.145,0.0,0.0,0.0,99.994,0.0,0.0,0.006,83.713,72.809,open,health,None
1004539632,1447,0.9368421052631579,Female,38,100.0,6.5281196,8.941849,9.964411,0.075,0.075,0.075,0.0,0.0,0.0,99.997,0.0,0.0,0.001,79.072,65.459,open,health,None
1005120685,1448,0.9583333333333334,Female,46,39.279,5.4489536,-5.304439,4.0023837,0.796,0.796,0.796,0.026,0.026,1.346,1.142,95.64,0.031,1.789,90.861,56.417,close,health,None
1004953227,1449,0.9,Female,38,8.553,6.2306185,29.884378,3.807781,0.151,0.151,0.151,0.001,0.001,0.001,0.229,98.318,0.004,1.446,90.955,83.949,close,health,None
65896981,144,1.0396825396825398,Female,59,99.972,2.0626497,-3.2459335,-7.978169,1.044,1.044,1.044,0.657,0.036,0.058,68.41,0.036,27.921,2.883,86.252,57.864,close,health,None
1006104492,1450,0.9852941176470589,Female,47,6.648,0.91623056,0.8325506,16.098387,0.073,0.073,0.073,0.213,17.844,0.161,36.531,33.377,1.358,10.516,50.102,77.973,close,health,Normal
1010169706,1454,1.0213675213675213,Male,42,2.495,4.536993,9.183115,-9.877502,0.362,0.362,0.362,0.0,0.0,0.0,0.004,99.994,0.0,0.002,80.587,86.677,close,health,None
1010169706,1457,0.9464285714285714,Male,34,14.937,-18.976267,-8.065029,-21.972185,99.531,99.531,99.531,0.098,1.193,0.107,1.862,18.223,0.098,78.419,0.006,57.08,open,health,None
1010169706,1457,1.1363636363636365,Male,46,1.591,3.0223813,-1.3824072,-31.89361,99.995,99.995,99.995,16.013,11.406,3.948,3.662,42.239,10.307,12.424,0.006,66.403,close,health,None
1010169706,1459,1.0238095238095237,Male,35,99.998,-0.5928245,0.07529571,-1.5988328,0.37,0.37,0.37,0.006,0.122,0.006,99.398,0.256,0.189,0.022,94.083,63.205,open,health,None
1004360029,145,1.0,Female,42,100.0,7.47833,1.8672072,-2.7612908,0.275,0.275,0.275,0.001,0.001,1.189,98.804,0.004,0.001,0.001,91.341,65.247,open,health,None
1005436273,1460,0.9243902439024391,Male,30,7.641,5.235277,1.4719386,-0.9450497,0.338,0.338,0.338,0.02,0.02,0.171,96.209,1.124,0.23,2.226,93.417,77.67,close,stain,Normal
1005436273,1461,0.9104477611940298,Male,29,7.075,3.6693769,0.30074662,-0.31749964,0.343,0.343,0.343,0.523,0.147,9.861,84.782,2.544,1.149,0.994,94.144,75.203,close,health,Normal
1005436273,1463,1.0303030303030303,Female,38,18.826,6.4421372,-0.9948885,3.7377176,91.541,91.541,91.541,0.008,0.008,0.015,28.522,71.257,0.181,0.008,0.006,64.58,close,health,None
1005436273,1463,1.032258064516129,Male,30,99.68,12.992845,-1.3461941,0.70222706,99.08,99.08,99.08,0.082,3.6,0.089,41.985,42.81,11.286,0.148,0.006,59.676,other_occlusion,acne,Normal
1004900198,1464,0.9416058394160584,Female,42,99.976,0.7146845,-8.24296,10.059448,0.363,0.363,0.363,0.015,49.028,20.766,28.313,0.015,1.411,0.451,81.971,55.952,open,health,None
1008780429,1465,0.9889624724061811,Female,47,99.737,4.039745,3.657128,1.6318004,0.355,0.355,0.355,0.004,0.004,0.004,94.885,4.854,0.129,0.121,93.343,66.37,open,health,None
1008780429,1467,0.991869918699187,Female,40,99.153,4.374471,3.3913713,1.0602733,0.344,0.344,0.344,0.002,0.002,0.002,82.9,16.956,0.022,0.116,93.591,61.207,open,health,None
1004360029,146,0.9941520467836257,Female,47,100.0,7.14782,1.5015849,-3.2069094,0.353,0.353,0.353,0.0,0.0,0.104,99.893,0.002,0.0,0.0,91.067,65.132,open,health,None
1004516017,1470,1.065891472868217,Female,26,84.648,11.523861,1.6976552,5.494818,0.364,0.364,0.364,0.021,1.678,0.021,94.997,2.968,0.058,0.257,85.144,80.784,close,health,None
1004516017,1471,1.0602836879432624,Female,26,91.139,12.014472,0.9469211,5.8130445,0.363,0.363,0.363,0.008,0.758,0.008,96.604,2.319,0.022,0.281,84.066,81.878,close,health,None
1008696192,1472,1.062015503875969,Female,48,100.0,1.1339642,-2.6109817,-0.16681711,0.364,0.364,0.364,0.002,0.002,0.001,99.987,0.007,0.001,0.001,94.692,65.862,open,health,None
1007090108,1473,0.9955156950672646,Female,47,0.441,2.4904714,-0.95748115,-9.027339,0.823,0.823,0.823,7.782,0.584,9.389,8.647,62.299,1.254,10.045,83.799,61.201,open,health,None
1007090108,1474,0.9875621890547264,Female,48,0.588,3.9392064,-0.64500993,-8.604116,0.421,0.421,0.421,19.053,0.591,12.583,10.696,44.506,0.95,11.621,84.343,64.161,open,health,None
1000393840,1475,0.8577235772357723,Female,24,100.0,9.992853,-3.501136,-3.7814908,0.474,0.474,0.474,0.0,0.0,0.0,100.0,0.0,0.0,0.0,88.82,81.678,open,health,None
1000393840,1476,0.8555133079847909,Female,25,100.0,9.776513,-3.3741386,-5.3158,0.334,0.334,0.334,0.0,0.0,0.0,100.0,0.0,0.0,0.0,86.973,82.549,open,health,None
1007127895,1477,1.0227272727272727,Female,48,64.871,0.9988938,2.7032282,8.010333,0.179,0.179,0.179,0.002,0.002,0.002,99.766,0.203,0.006,0.02,86.955,62.641,close,health,Normal
1007127895,1478,1.0135746606334841,Female,46,80.846,-0.5720787,3.6961355,7.7735577,0.201,0.201,0.201,0.002,0.002,0.002,99.783,0.157,0.002,0.054,87.531,64.943,close,stain,Normal
1007910306,1479,0.8648648648648649,Female,29,100.0,3.6942577,-13.728445,-3.603636,0.412,0.412,0.412,0.032,0.001,0.052,99.91,0.001,0.001,0.001,91.964,74.925,open,health,None
1004360029,147,0.9814814814814815,Female,32,99.998,9.621663,4.8889422,2.8198128,1.011,1.011,1.011,0.0,0.0,0.0,100.0,0.0,0.0,0.0,89.894,52.177,open,health,None
1004816314,1480,0.9782608695652174,Female,23,99.983,1.8518964,-11.434844,4.137394,0.357,0.357,0.357,0.0,0.001,0.0,99.999,0.0,0.0,0.0,91.995,62.727,open,stain,Normal
1002475317,1481,0.84688995215311,Female,25,96.861,5.675836,-7.5570493,12.83066,1.091,1.091,1.091,0.012,0.012,0.012,8.495,90.343,0.438,0.688,66.971,64.074,close,acne,None
1002475317,1482,0.9428571428571428,Female,33,88.816,5.9249187,-5.1034164,10.77054,0.327,0.327,0.327,5.509,0.041,0.041,86.139,4.449,3.781,0.041,76.584,65.045,close,health,None
1001106764,1484,0.963855421686747,Female,27,99.996,8.71813,0.34618047,-14.321722,0.663,0.663,0.663,0.003,0.002,0.0,99.994,0.0,0.0,0.0,55.059,79.582,open,health,None
1001106764,1485,0.9652173913043478,Female,30,99.994,9.143929,0.2509083,-14.417995,0.74,0.74,0.74,0.109,0.087,0.002,99.797,0.001,0.001,0.001,53.801,79.458,open,health,None
1000441777,1486,1.0285714285714285,Female,26,7.034,9.181674,-2.0511148,5.2453113,0.722,0.722,0.722,0.023,0.023,0.342,4.913,93.699,0.423,0.575,87.349,69.976,close,health,None
1000441777,1487,0.984375,Female,35,7.704,7.4552197,1.8528891,-1.6706514,2.158,2.158,2.158,0.004,0.004,0.016,0.231,98.41,0.632,0.704,91.622,53.603,close,health,None
1000441777,1488,1.0225225225225225,Female,25,6.731,8.929381,-2.1042848,4.8783946,0.789,0.789,0.789,0.053,0.053,1.543,5.896,89.791,1.6,1.063,88.02,73.314,close,health,None
69398596,1489,1.0,Female,46,99.999,5.7947087,0.25234017,1.3307667,0.425,0.425,0.425,0.001,0.001,0.001,99.802,0.195,0.001,0.001,92.995,55.404,close,health,None
1007789159,148,0.9370629370629371,Female,62,99.993,-8.7596855,-13.763768,4.879046,0.373,0.373,0.373,0.005,0.021,0.007,79.721,20.097,0.003,0.147,88.302,34.318,open,health,Normal
69398596,1490,0.996,Female,47,99.999,5.9835424,0.88695186,0.36943468,0.371,0.371,0.371,0.001,0.001,0.001,99.915,0.08,0.001,0.001,93.493,55.337,close,health,None
1006236892,1491,1.0,Female,45,52.034,8.057519,-2.3391988,1.0686839,0.375,0.375,0.375,0.003,0.003,0.003,1.418,97.618,0.003,0.953,92.323,68.826,open,stain,Normal
1006236892,1493,0.9967320261437909,Female,47,85.478,-1.7065032,-5.0012136,19.868225,0.033,0.033,0.033,0.0,0.001,0.0,99.993,0.0,0.0,0.006,20.5,64.767,open,health,Normal
1006236892,1494,1.0068027210884354,Female,45,45.455,3.0513186,-1.8500792,12.1617155,0.05,0.05,0.05,0.002,0.002,0.011,0.068,99.865,0.013,0.04,73.113,59.858,open,stain,Normal
1000374366,1496,0.9486404833836858,Female,39,100.0,9.43836,10.382762,-9.569631,0.382,0.382,0.382,0.0,0.0,0.0,99.999,0.0,0.0,0.0,77.463,48.548,close,dark_circle,None
1000374366,1497,0.9502762430939227,Female,38,99.999,7.829606,10.101589,-10.505695,0.858,0.858,0.858,0.0,0.0,0.0,99.998,0.001,0.0,0.0,75.526,47.831,close,dark_circle,None
1000374366,1498,1.0,Female,52,81.103,-1.012316,-8.252116,26.005508,1.218,1.218,1.218,0.167,0.093,3.659,91.474,2.222,1.065,1.321,0.723,48.996,close,health,None
1005549370,1499,0.9391304347826087,Female,41,99.992,1.4723933,-4.2950783,-0.60918796,0.362,0.362,0.362,0.045,0.027,1.112,95.421,0.157,0.266,2.971,94.44,63.943,close,health,None
1007789159,149,0.9753086419753086,Female,49,48.342,4.419616,-12.449947,14.620742,0.035,0.035,0.035,0.115,0.0,0.0,88.397,11.481,0.003,0.003,58.221,71.818,open,health,Normal
1008087140,1500,0.9928741092636579,Female,32,98.788,-0.6242733,5.702638,12.890915,0.002,0.002,0.002,0.02,0.02,0.02,95.538,2.907,1.374,0.12,71.059,78.963,close,health,None
1008087140,1501,0.9655172413793104,Female,54,99.942,1.9878803,6.167147,2.666966,99.96,99.96,99.96,0.047,2.119,0.041,96.886,0.082,0.189,0.635,0.006,44.585,open,health,None
1008087140,1502,0.9901477832512315,Female,32,99.186,-1.6349117,6.2575097,12.909951,0.024,0.024,0.024,0.016,0.016,0.016,94.491,4.325,1.069,0.067,70.389,79.233,close,health,None
1005521280,1504,0.975,Female,63,92.591,-1.278947,-6.859161,13.708461,0.212,0.212,0.212,0.001,0.001,0.001,14.341,82.202,0.001,3.453,66.088,53.591,close,stain,Normal
1008044651,1505,0.9831081081081081,Female,24,1.284,7.3083344,2.4213061,-4.8711343,0.351,0.351,0.351,33.854,2.827,45.149,1.098,15.985,0.748,0.34,89.174,70.523,close,stain,Normal
1008044651,1506,0.9555555555555556,Female,41,55.295,0.10253992,-0.5568862,13.377439,0.036,0.036,0.036,0.013,0.013,0.065,12.732,86.835,0.055,0.288,68.736,60.158,open,acne,Normal
1006349085,1507,1.0,Female,52,99.431,11.438604,-9.771538,11.946149,0.343,0.343,0.343,58.595,2.605,7.14,25.203,0.446,5.566,0.446,65.033,55.805,open,health,None
1006349085,1508,1.0533642691415313,Female,47,0.324,6.544901,-1.9740847,5.3987923,0.35,0.35,0.35,8.209,3.238,0.068,0.183,76.541,0.161,11.6,88.874,50.737,close,health,Normal
1006349085,1509,1.0,Female,50,100.0,5.9919868,1.5888842,-5.6307387,1.886,1.886,1.886,0.029,0.052,0.002,99.916,0.0,0.0,0.0,88.202,47.628,open,health,None
1007789159,150,0.9861878453038674,Female,49,99.948,6.26731,1.4075797,-2.086732,1.915,1.915,1.915,0.0,0.0,0.0,99.984,0.01,0.005,0.0,91.875,47.771,close,acne,None
5248647,1510,0.953125,Female,28,99.998,4.81346,-1.0877496,9.173534,1.053,1.053,1.053,0.045,0.019,0.003,99.909,0.012,0.005,0.006,82.064,64.026,open,stain,Normal
5248647,1511,0.9372384937238494,Female,28,99.999,6.8319807,-1.4295235,7.0556154,0.364,0.364,0.364,0.18,1.109,0.047,98.15,0.047,0.202,0.265,86.023,63.605,open,stain,Normal
5248647,1512,0.9887640449438202,Female,25,99.779,8.692804,-0.17049754,-5.7527223,0.335,0.335,0.335,0.004,0.054,0.718,98.727,0.004,0.489,0.004,87.081,71.089,open,health,None
5248647,1513,0.9300411522633745,Female,43,97.971,2.871314,10.440591,0.8586102,2.543,2.543,2.543,0.065,0.065,0.166,33.313,20.056,0.457,45.876,93.509,47.256,close,stain,Normal
1005103280,1514,0.8264462809917356,Male,43,0.377,-3.151274,-5.569235,-34.629875,0.147,0.147,0.147,0.755,0.142,0.084,40.778,57.018,1.138,0.084,0.006,75.816,close,health,None
1007304475,1516,0.9933774834437086,Male,27,99.999,5.406222,-0.44831336,6.510626,0.29,0.29,0.29,0.004,0.067,0.004,69.845,0.004,30.01,0.067,87.804,73.872,open,health,None
1004713926,1517,0.9733333333333334,Female,31,99.999,11.375953,9.640089,-6.911252,0.643,0.643,0.643,0.0,0.0,0.108,99.891,0.0,0.0,0.001,82.387,84.656,other_occlusion,health,None
1004713926,1518,0.9647887323943662,Female,29,99.999,10.816125,10.537686,-5.731134,1.281,1.281,1.281,0.0,0.001,0.371,99.622,0.0,0.0,0.005,84.961,86.733,open,health,None
1007789159,151,0.9821428571428571,Female,54,21.991,1.6875706,-9.892869,16.75955,0.243,0.243,0.243,0.046,0.0,0.0,88.434,11.517,0.001,0.0,44.304,70.401,open,health,Normal
1005070087,1520,1.0627705627705628,Male,36,0.017,-0.8072797,-13.794523,13.429208,0.361,0.361,0.361,0.007,0.004,0.004,0.128,96.824,0.004,3.029,67.833,71.792,close,health,None
1005118999,1521,1.0172413793103448,Female,37,7.041,8.683552,8.435638,10.51736,0.073,0.073,0.073,0.059,0.06,0.047,8.719,90.603,0.389,0.123,75.138,60.035,close,health,None
1009079322,1522,0.9733333333333334,Female,35,95.819,3.9507232,0.099602565,12.930463,0.045,0.045,0.045,0.205,0.025,0.025,27.836,71.42,0.464,0.025,68.705,76.559,close,stain,Normal
1009079322,1523,0.9446640316205533,Female,24,98.178,7.1047316,-0.6369288,9.751143,0.365,0.365,0.365,0.0,0.003,0.0,21.904,78.092,0.0,0.0,79.111,66.164,close,stain,Normal
1009079322,1524,0.9434628975265018,Female,27,97.37,8.698506,-1.3644643,12.573476,0.348,0.348,0.348,0.001,0.082,0.001,20.013,79.903,0.001,0.001,65.664,66.426,close,stain,Normal
1007822315,1525,0.9394939493949395,Female,54,100.0,4.569466,2.8270464,1.6429294,0.145,0.145,0.145,0.001,8.552,0.025,91.42,0.001,0.001,0.001,93.246,49.565,open,health,None
1007822315,1525,0.9166666666666666,Female,49,22.51,1.1049376,15.987662,-62.58952,99.761,99.761,99.761,3.205,58.249,0.098,13.927,23.584,0.839,0.098,0.006,55.119,close,health,None
1007822315,1526,0.9394939493949395,Female,54,100.0,4.569466,2.8270464,1.6429294,0.145,0.145,0.145,0.001,8.552,0.025,91.42,0.001,0.001,0.001,93.246,49.565,open,health,None
1007822315,1526,0.9166666666666666,Female,49,22.51,1.1049376,15.987662,-62.58952,99.761,99.761,99.761,3.205,58.249,0.098,13.927,23.584,0.839,0.098,0.006,55.119,close,health,None
1007822315,1527,1.0053475935828877,Female,48,100.0,7.154766,-2.791101,4.8883557,0.361,0.361,0.361,0.002,1.675,0.002,98.315,0.002,0.002,0.002,89.229,63.276,open,health,None
1006964540,1528,1.0571428571428572,Male,35,99.997,-4.9289947,0.18513654,8.413693,5.317,5.317,5.317,0.002,0.046,0.001,99.925,0.025,0.001,0.001,81.492,44.222,open,stain,Normal
1006964540,1529,1.0922619047619047,Male,31,99.996,-3.108104,0.028008685,9.548935,0.354,0.354,0.354,0.001,0.003,0.0,99.994,0.001,0.0,0.0,82.367,60.718,open,stain,Normal
9070435,1530,0.99,Female,19,99.998,2.9596665,-2.3896692,1.301484,0.239,0.239,0.239,0.0,0.0,0.0,100.0,0.0,0.0,0.0,93.825,59.142,open,health,Normal
9070435,1531,1.028,Female,25,100.0,2.3531077,0.9912905,0.32039475,0.212,0.212,0.212,0.0,0.0,0.001,99.999,0.0,0.0,0.0,94.446,74.126,open,health,Normal
