Image_ID,Image_Number,Aspect_Ratio,Gender,Age,Smile,Pitch_Angle,Roll_Angle,Yaw_Angle,Blurness,Motionblur,Gaussianblur,Anger,Disgust,Fear,Happiness,Neutral,Sadness,Surprise,Facequality,Beauty,Mouthstatus,Skinstatus,Glass
1000169966,34,1.0454545454545454,Female,46,10.216,0.45069173,0.9542031,0.68912935,0.361,0.361,0.361,0.019,0.009,0.043,7.989,90.491,1.44,0.009,94.567,56.019,close,health,None
1002144043,350,0.9739130434782609,Female,48,7.575,-0.427995,-10.114101,-5.06907,0.362,0.362,0.362,0.358,0.263,0.114,20.804,8.354,69.876,0.23,91.388,53.631,close,health,None
1004345414,351,1.0579710144927537,Male,37,2.151,-3.2359123,7.093863,-0.189764,1.712,1.712,1.712,0.002,0.002,0.007,0.018,97.27,0.028,2.671,93.978,62.332,open,health,None
1004345414,352,1.008130081300813,Male,39,8.341,3.958511,-6.748591,9.16526,0.33,0.33,0.33,0.0,0.0,0.0,0.599,98.964,0.0,0.435,82.975,68.742,close,stain,None
1004345414,354,1.110236220472441,Male,34,0.158,-4.047925,1.159313,0.9464396,0.355,0.355,0.355,0.072,0.072,0.411,7.646,47.337,43.481,0.981,93.734,60.824,close,health,None
1002497503,355,1.029535864978903,Female,28,87.02,7.2250414,0.33675995,3.3791678,0.358,0.358,0.358,0.013,1.171,0.013,20.654,77.818,0.013,0.318,90.868,71.57,open,health,None
1002497503,356,1.0252100840336134,Female,35,99.06,4.6196394,-9.814903,15.177087,0.087,0.087,0.087,0.002,0.0,0.0,96.409,3.587,0.0,0.0,54.172,64.686,open,stain,Normal
1002497503,357,0.976,Female,36,99.997,6.4738812,-6.0367513,-3.7053492,0.422,0.422,0.422,0.0,0.0,0.005,99.951,0.031,0.012,0.0,90.864,51.185,open,health,Normal
1002497503,358,1.0,Female,35,97.994,6.279214,-1.1211485,4.1461277,0.361,0.361,0.361,0.001,0.001,0.008,1.678,98.303,0.001,0.007,90.515,51.122,open,stain,Normal
1005843054,359,1.029059829059829,Female,22,100.0,8.807982,3.6118064,8.030671,0.062,0.062,0.062,0.001,14.184,0.023,85.79,0.001,0.001,0.001,82.624,82.066,open,health,None
1005843054,360,0.9683794466403162,Female,25,99.652,5.731795,-11.080104,6.2489405,0.36,0.36,0.36,0.0,0.0,0.0,99.996,0.004,0.0,0.0,88.033,70.863,close,health,None
1007789824,361,0.948339483394834,Female,39,100.0,4.1001596,-4.323763,-10.255882,0.799,0.799,0.799,0.0,0.001,0.0,99.999,0.0,0.0,0.0,79.392,82.846,open,health,None
1007789824,362,0.9811320754716981,Female,26,99.999,8.505555,-7.720231,9.144694,0.052,0.052,0.052,0.003,0.0,0.0,99.808,0.003,0.0,0.184,79.922,60.357,open,dark_circle,Normal
1007789824,363,1.0024271844660195,Female,32,100.0,4.1815925,-4.9190173,5.653475,0.357,0.357,0.357,0.0,0.0,0.0,100.0,0.0,0.0,0.0,89.577,64.179,open,health,None
1007789824,364,1.0851063829787233,Female,34,99.961,30.732523,-6.2822094,-2.2317505,1.448,1.448,1.448,0.636,0.887,2.862,22.479,6.374,49.051,17.711,0.006,60.569,surgical_mask_or_respirator,health,Normal
1007287294,365,1.0965732087227413,Female,28,6.063,5.8228884,-0.875164,2.8932886,0.36,0.36,0.36,0.499,1.036,0.176,2.872,60.403,4.949,30.064,91.881,71.574,close,health,None
1007287294,366,1.0263157894736843,Female,23,100.0,8.369985,-1.2003978,4.067512,0.361,0.361,0.361,0.0,0.0,0.0,99.999,0.0,0.0,0.0,89.555,78.749,open,health,None
1007287294,367,1.0218068535825544,Female,26,100.0,5.7568564,-1.0456856,2.155523,0.361,0.361,0.361,0.0,0.0,0.0,100.0,0.0,0.0,0.0,92.475,77.852,open,health,None
1004547711,368,0.9938271604938271,Female,43,100.0,4.701867,-6.00678,7.085009,0.521,0.521,0.521,0.0,0.0,0.0,99.992,0.0,0.0,0.006,87.063,65.586,open,health,None
1004547711,369,0.9954337899543378,Female,40,100.0,4.840024,-5.655319,7.0194554,0.366,0.366,0.366,0.0,0.0,0.0,99.996,0.0,0.0,0.003,87.181,64.841,open,health,None
1000169966,36,1.0265486725663717,Female,36,99.957,3.8664923,1.8515383,1.5306804,1.127,1.127,1.127,0.0,0.0,0.0,99.976,0.023,0.0,0.0,93.249,54.904,close,health,None
1007207650,370,1.099526066350711,Male,39,10.446,6.8649697,-3.8711,-1.6020062,0.329,0.329,0.329,0.01,0.01,0.01,2.342,97.604,0.012,0.01,92.468,66.553,close,health,Normal
1007207650,371,1.0475206611570247,Male,36,0.149,0.99059767,-11.846419,13.357634,0.031,0.031,0.031,16.297,8.167,0.195,0.104,71.687,3.376,0.175,68.379,62.304,close,health,None
1007207650,372,1.099526066350711,Male,39,10.446,6.8649697,-3.8711,-1.6020062,0.329,0.329,0.329,0.01,0.01,0.01,2.342,97.604,0.012,0.01,92.468,66.553,close,health,Normal
4583145,373,0.9315068493150684,Female,26,100.0,5.989002,4.1480536,2.4267619,0.368,0.368,0.368,0.965,0.039,0.015,98.979,0.0,0.0,0.001,92.189,85.509,open,health,None
4583145,374,0.9300411522633745,Female,27,100.0,5.773121,3.6691399,-2.5895226,0.317,0.317,0.317,0.052,0.83,0.0,99.117,0.0,0.0,0.002,92.156,79.606,open,health,None
1007168224,375,0.9772727272727273,Female,38,0.448,5.91481,3.758567,-7.864576,0.427,0.427,0.427,0.0,0.0,0.0,0.001,99.746,0.002,0.251,84.915,67.699,close,stain,Normal
1005392616,376,1.0666666666666667,Female,25,99.996,7.5004582,2.4575498,7.35008,0.367,0.367,0.367,0.0,0.0,0.0,99.984,0.013,0.002,0.001,85.002,65.816,close,health,None
1005392616,377,1.072992700729927,Female,27,99.996,6.806948,1.3735305,12.107291,0.392,0.392,0.392,0.001,0.001,0.001,93.661,0.001,6.332,0.001,70.071,63.827,open,dark_circle,None
1005392616,378,1.0353356890459364,Female,29,100.0,4.553872,6.090256,15.685826,0.034,0.034,0.034,0.0,0.0,0.0,99.999,0.0,0.0,0.001,50.586,84.328,open,acne,None
1002372653,37,1.0285714285714285,Female,37,100.0,6.6306696,-0.2633441,5.910304,0.201,0.201,0.201,0.001,0.55,0.001,99.437,0.003,0.002,0.006,88.154,66.043,open,health,None
1005266586,380,1.0517711171662125,Female,26,99.871,10.739988,-2.8612506,7.8537374,0.361,0.361,0.361,0.001,0.001,0.008,1.958,6.318,91.704,0.009,81.015,62.609,close,health,None
1005266586,382,0.9721115537848606,Female,22,99.988,5.424321,-2.2736354,9.484325,0.36,0.36,0.36,0.018,0.018,32.769,63.958,0.274,0.232,2.73,81.188,64.242,close,health,None
1005033193,383,1.0120481927710843,Female,31,100.0,5.5401773,-0.33280736,5.912804,0.361,0.361,0.361,0.004,0.01,0.001,99.933,0.001,0.051,0.001,88.634,64.949,open,health,None
1005033193,384,0.9961240310077519,Female,27,100.0,7.5734463,0.82055783,4.8440228,0.361,0.361,0.361,0.001,0.025,0.0,99.97,0.0,0.004,0.0,89.061,65.65,open,health,None
1005033193,385,1.0,Female,39,100.0,7.7484274,4.448206,3.3932233,0.244,0.244,0.244,0.003,0.0,0.0,99.994,0.0,0.0,0.001,90.642,47.522,open,health,None
1005033193,386,0.9657534246575342,Female,39,86.805,6.6342983,8.864585,-1.9071091,1.115,1.115,1.115,0.0,0.0,0.0,99.585,0.133,0.003,0.278,92.112,62.388,close,health,None
1005033193,387,0.9907407407407407,Female,32,99.976,5.5386524,-8.511706,18.59061,0.364,0.364,0.364,0.021,0.021,0.093,94.214,0.155,1.001,4.496,27.344,67.829,open,health,None
1005033193,388,1.0076923076923077,Female,35,99.254,7.5016747,-2.3369853,8.475359,0.239,0.239,0.239,0.007,0.02,0.007,79.813,19.33,0.784,0.037,82.497,58.306,close,health,None
1006960231,389,0.8971428571428571,Male,55,13.652,5.2915163,1.4594486,7.1217422,0.04,0.04,0.04,0.922,0.639,0.054,4.507,92.025,0.057,1.796,86.916,56.519,close,stain,None
1002372653,38,0.984375,Female,28,99.775,5.8899755,13.42161,17.115662,0.117,0.117,0.117,0.395,21.039,0.131,66.416,11.969,0.025,0.025,38.399,81.342,close,health,None
1006960231,390,0.9176829268292683,Male,48,0.37,0.21466516,1.7973065,5.166426,0.563,0.563,0.563,0.113,0.027,0.027,6.781,92.058,0.027,0.966,91.263,49.758,close,health,None
1006960231,391,0.8931297709923665,Male,50,0.014,5.546931,-4.6131644,10.333236,0.557,0.557,0.557,0.003,0.001,0.001,0.349,99.583,0.001,0.061,78.295,57.983,close,stain,None
1006650450,392,0.9203084832904884,Female,23,100.0,8.935296,-13.387873,-3.4124777,0.606,0.606,0.606,0.009,0.142,0.045,99.781,0.004,0.015,0.004,89.856,72.601,open,health,None
1006650450,393,0.9203084832904884,Female,23,100.0,8.935296,-13.387873,-3.4124777,0.606,0.606,0.606,0.009,0.142,0.045,99.781,0.004,0.015,0.004,89.856,72.601,open,health,None
1006602558,394,0.9166666666666666,Female,30,99.995,2.5402377,-1.2810255,-16.48803,0.041,0.041,0.041,0.004,2.448,0.004,94.706,2.825,0.004,0.01,46.045,67.349,open,health,None
1006602558,395,0.9431818181818182,Female,26,100.0,4.695076,1.9168493,-13.910268,0.42,0.42,0.42,0.0,0.0,0.0,100.0,0.0,0.0,0.0,62.219,76.351,open,health,None
1004370154,396,1.040983606557377,Male,61,4.033,1.7471529,5.282463,-2.6518278,0.264,0.264,0.264,0.02,0.02,2.383,8.467,88.382,0.02,0.708,93.242,56.238,close,health,Normal
1004370154,397,1.0084033613445378,Male,52,0.548,5.2222095,-2.7235093,-1.7926044,0.353,0.353,0.353,0.002,0.003,0.002,0.501,98.673,0.002,0.817,92.902,78.064,close,health,Normal
1004370154,398,1.0483870967741935,Male,46,4.131,20.82275,-4.448056,-18.503433,0.362,0.362,0.362,0.0,0.0,0.0,2.389,97.604,0.006,0.0,11.239,62.748,close,health,Normal
1004370154,399,1.0179640718562875,Male,56,0.079,4.212997,3.3474889,4.066234,0.28,0.28,0.28,0.025,0.011,0.028,22.514,77.221,0.011,0.189,91.411,69.425,close,health,Normal
1002372653,39,0.9819004524886877,Female,27,99.727,3.7364497,13.4749365,18.792343,0.129,0.129,0.129,0.076,14.322,0.022,79.328,6.231,0.011,0.011,27.136,82.181,close,health,None
1006987821,3,1.0,Female,34,100.0,-1.7985673,-5.9903455,9.731059,0.343,0.343,0.343,0.0,0.054,0.02,99.921,0.0,0.001,0.004,82.481,59.265,open,health,None
1006379229,404,0.9416666666666667,Male,29,98.428,5.0491886,0.96060693,7.2936873,0.043,0.043,0.043,0.003,0.216,0.062,97.397,2.207,0.002,0.113,86.721,79.219,open,acne,Normal
1000417604,405,0.9432432432432433,Male,49,27.761,4.424993,-2.439716,0.67015165,0.039,0.039,0.039,0.004,0.006,1.213,0.019,97.684,0.007,1.068,93.86,57.113,close,stain,Normal
1000417604,406,0.9636363636363636,Male,65,0.054,-7.5925684,-2.500352,20.668339,0.107,0.107,0.107,0.175,0.175,0.815,1.525,53.854,6.478,36.978,13.36,37.894,open,stain,Normal
1000417604,407,0.9256756756756757,Male,46,36.545,8.211596,-13.301974,7.0318785,0.273,0.273,0.273,0.083,0.083,16.712,3.016,79.133,0.607,0.366,85.182,59.938,close,stain,Normal
1006310968,408,0.934931506849315,Female,27,100.0,5.095005,-12.994947,3.6005812,0.363,0.363,0.363,0.334,0.919,0.004,98.722,0.013,0.004,0.004,91.525,78.609,open,health,Normal
1006310968,409,0.93279258400927,Female,29,100.0,5.6942277,-13.431788,1.7781483,0.354,0.354,0.354,0.047,0.163,0.001,99.782,0.004,0.001,0.001,92.76,77.711,open,health,Normal
59089889,40,0.9430604982206405,Female,46,100.0,3.1241066,5.3013625,-3.0096154,0.365,0.365,0.365,0.009,0.001,0.001,99.962,0.001,0.002,0.026,92.629,70.181,open,health,None
1005820723,411,1.0277777777777777,Female,54,100.0,7.0631304,1.0798616,2.493423,0.083,0.083,0.083,0.0,0.0,0.0,100.0,0.0,0.0,0.0,91.804,60.784,close,health,None
1005820723,412,1.0401459854014599,Female,49,100.0,7.141331,1.9593577,3.039118,0.339,0.339,0.339,0.0,0.0,0.0,100.0,0.0,0.0,0.0,91.227,62.062,open,health,None
1005745746,413,0.9752066115702479,Male,43,98.604,5.9565663,2.9885848,8.502534,0.357,0.357,0.357,0.002,0.003,0.002,19.332,80.012,0.002,0.648,83.459,71.199,close,health,None
1001271748,414,0.9656203288490284,Female,48,98.916,0.67168,4.9473085,17.291754,0.033,0.033,0.033,0.006,0.097,99.217,0.495,0.009,0.17,0.006,40.77,75.143,open,health,None
1001271748,415,1.0313588850174216,Female,38,99.985,-1.6533574,1.1044295,8.448015,0.331,0.331,0.331,0.001,3.323,0.001,96.64,0.001,0.004,0.031,85.749,60.115,open,stain,Normal
1001271748,416,0.9618055555555556,Female,48,99.006,-0.35143796,5.919375,19.657427,0.036,0.036,0.036,0.028,0.134,92.482,2.37,0.028,4.93,0.028,22.426,78.036,open,health,None
1004597898,417,0.9198473282442748,Female,39,100.0,5.115558,6.7766337,14.172404,0.072,0.072,0.072,0.05,0.006,0.005,99.806,0.005,0.12,0.008,60.487,78.243,open,health,None
1004597898,418,0.9069767441860465,Female,48,100.0,-0.5746503,10.521493,17.418432,0.126,0.126,0.126,0.011,0.001,0.001,99.92,0.003,0.063,0.001,39.721,68.01,open,health,None
1004597898,419,0.923728813559322,Female,38,100.0,6.2819595,-3.0209246,-6.4999657,1.076,1.076,1.076,0.006,0.001,0.004,99.983,0.001,0.004,0.001,87.024,59.168,open,health,Normal
59089889,41,0.9456521739130435,Female,39,31.016,1.6072152,-0.29422042,5.656547,0.358,0.358,0.358,0.291,0.093,0.249,37.309,61.256,0.366,0.436,90.416,57.859,close,health,None
1004597898,420,0.9586776859504132,Female,44,1.673,-3.8198943,2.0132465,1.2061081,0.36,0.36,0.36,0.435,0.045,0.045,1.606,70.112,26.592,1.164,93.647,61.622,close,health,Normal
1004597898,421,0.8947368421052632,Female,41,99.996,4.9421134,-18.602802,-3.5007493,0.362,0.362,0.362,0.016,0.008,0.008,99.355,0.071,0.119,0.423,91.67,67.172,open,health,None
1004597898,422,0.912751677852349,Female,38,100.0,2.6950772,5.955572,13.413392,0.053,0.053,0.053,0.042,0.016,0.02,98.274,0.016,1.616,0.016,66.99,72.076,open,health,None
1004597898,423,1.0657894736842106,Female,34,9.505,18.503042,4.1077423,16.830114,0.611,0.611,0.611,0.133,0.133,0.133,25.614,9.198,64.15,0.639,21.982,58.474,close,health,Normal
1005276703,424,0.9759036144578314,Female,37,68.872,-4.130475,-5.12708,1.6757579,0.375,0.375,0.375,0.001,0.001,0.008,0.171,99.6,0.218,0.001,93.287,34.814,close,health,None
1005276703,425,0.9219512195121952,Female,26,99.966,6.761484,-11.977702,-4.030695,0.36,0.36,0.36,0.024,0.024,77.562,21.836,0.024,0.466,0.065,90.422,72.81,open,health,None
1005276703,426,0.9129411764705883,Female,27,99.978,5.0007706,-13.695932,-3.5189877,0.362,0.362,0.362,0.097,0.097,51.374,46.165,0.097,1.641,0.528,91.633,71.204,open,health,None
1005276703,427,0.9478458049886621,Female,29,100.0,3.800702,-3.9364994,8.24605,0.163,0.163,0.163,0.001,0.072,0.003,99.918,0.004,0.001,0.002,85.355,46.023,open,health,None
1004299474,428,0.9822616407982262,Male,23,0.776,8.896851,-3.5288265,-9.868378,0.939,0.939,0.939,0.0,0.0,0.0,2.468,97.531,0.0,0.001,76.673,86.381,close,health,None
1004299474,429,0.9905660377358491,Male,38,100.0,2.8422942,6.092146,22.420065,0.032,0.032,0.032,0.002,1.381,0.045,98.561,0.005,0.002,0.003,7.18,47.812,open,dark_circle,None
59089889,42,0.9439655172413793,Female,50,100.0,2.6089094,5.3750606,-3.352408,0.334,0.334,0.334,0.001,0.0,0.0,99.987,0.0,0.001,0.01,92.498,70.725,open,health,None
1004466594,430,0.9321148825065274,Female,49,93.537,-1.3426008,-0.34253716,-5.936197,1.016,1.016,1.016,0.014,0.001,0.001,96.73,3.232,0.001,0.021,89.893,64.304,close,health,None
1004466594,431,0.9765258215962441,Female,18,84.593,3.3587341,1.5637118,-5.677901,0.37,0.37,0.37,0.004,0.004,0.004,40.888,59.037,0.015,0.049,89.841,72.976,close,health,None
1004466594,432,0.9541484716157205,Female,48,89.852,0.57071525,4.6456423,-7.586749,0.868,0.868,0.868,0.041,0.007,0.007,95.628,4.296,0.013,0.007,87.59,64.9,close,health,None
1004417594,433,1.0588235294117647,Female,45,6.061,2.5390885,1.9722999,18.300583,0.039,0.039,0.039,0.001,0.001,0.011,99.511,0.472,0.002,0.001,31.626,68.166,close,stain,None
1004417594,434,0.9851116625310173,Female,53,100.0,8.08886,10.49721,-8.410414,0.352,0.352,0.352,0.0,0.0,0.0,100.0,0.0,0.0,0.0,82.13,81.095,close,acne,None
1004417594,435,1.0068493150684932,Female,36,100.0,8.042689,1.9601958,8.314402,0.262,0.262,0.262,0.0,0.001,0.0,99.998,0.001,0.0,0.0,82.46,79.826,close,stain,None
1005052494,436,0.9821428571428571,Female,46,91.144,-6.2336135,7.710742,-5.970228,55.054,55.054,55.054,0.036,3.224,0.036,1.882,67.974,26.811,0.036,0.006,34.409,open,stain,Normal
1005052494,437,1.0,Female,39,99.988,-4.4176645,-2.6400833,-2.0099776,0.361,0.361,0.361,0.0,0.001,0.0,99.993,0.004,0.0,0.002,92.996,50.139,open,stain,Normal
1005052494,438,1.0,Female,39,99.988,-4.4176645,-2.6400833,-2.0099776,0.361,0.361,0.361,0.0,0.001,0.0,99.993,0.004,0.0,0.002,92.996,50.139,open,stain,Normal
1000065248,439,1.0857142857142856,Male,26,38.813,-0.48326918,-2.5378284,5.0768766,0.686,0.686,0.686,0.0,0.054,0.0,0.195,99.744,0.0,0.006,91.263,60.429,close,stain,Normal
1001694068,43,1.0256410256410255,Female,28,21.124,10.291586,-6.067022,-0.83316433,1.438,1.438,1.438,0.015,1.273,0.03,97.862,0.528,0.119,0.173,91.009,86.138,close,health,None
1000065248,440,1.058139534883721,Male,30,53.176,1.6066287,1.5482062,5.1823945,0.317,0.317,0.317,0.0,0.032,0.0,5.564,94.404,0.0,0.0,90.994,62.879,close,stain,Normal
1004816058,441,0.9807692307692307,Male,24,100.0,-0.53867394,1.7927203,7.162155,0.331,0.331,0.331,0.465,0.003,0.003,83.414,16.105,0.003,0.007,88.558,81.914,open,health,Normal
1004816058,442,0.9935897435897436,Male,24,100.0,0.59197074,1.5774227,7.706924,0.201,0.201,0.201,0.201,0.002,0.002,92.718,7.074,0.002,0.002,87.649,81.589,open,health,Normal
1004886151,443,0.9611650485436893,Male,36,99.584,-1.0033531,12.789811,-26.20621,0.061,0.061,0.061,0.0,0.005,0.0,99.734,0.26,0.001,0.0,0.617,58.861,open,health,None
1004886151,444,1.0411985018726593,Male,36,1.576,4.1572037,0.7681749,13.967872,0.043,0.043,0.043,0.008,0.008,0.008,18.485,81.429,0.008,0.055,62.627,75.347,close,health,None
1004886151,445,1.0384615384615385,Male,47,99.887,3.475335,-2.267981,3.8791587,0.385,0.385,0.385,0.0,0.0,0.001,98.283,1.715,0.0,0.0,91.788,57.015,close,health,None
1004886151,446,1.0517241379310345,Male,36,1.227,3.2202756,0.9267338,12.270959,0.352,0.352,0.352,0.002,0.002,0.002,30.835,69.12,0.002,0.037,72.282,72.47,close,health,None
1004467095,447,1.0146520146520146,Male,34,1.164,5.383373,-10.909481,6.474965,0.376,0.376,0.376,0.338,0.458,1.9,8.392,44.785,43.896,0.229,87.837,69.499,close,health,None
1004467095,448,1.0061475409836065,Male,35,1.74,5.313584,-11.223466,6.902619,0.36,0.36,0.36,0.018,0.07,0.018,0.579,94.293,5.004,0.018,87.156,70.342,close,health,None
1004467095,449,0.96,Male,31,99.864,-2.1895964,3.9408014,3.5800087,14.472,14.472,14.472,0.044,0.044,0.113,93.856,3.467,2.352,0.123,86.266,74.081,close,health,Normal
1001694068,44,1.0517241379310345,Female,25,99.992,9.937608,-3.9014513,6.271085,0.362,0.362,0.362,0.001,0.048,0.001,99.947,0.001,0.001,0.002,85.223,66.509,close,health,None
1004475034,450,1.0730593607305936,Male,57,100.0,5.0818563,1.45292,11.249197,0.321,0.321,0.321,0.0,0.036,0.0,99.964,0.0,0.0,0.0,75.396,48.482,open,stain,Normal
1004475034,454,1.121212121212121,Male,54,100.0,5.6387143,3.455538,9.75822,0.471,0.471,0.471,0.0,0.0,0.0,99.994,0.001,0.0,0.004,80.155,44.738,open,health,Normal
1004475034,456,1.1096774193548387,Male,48,91.984,12.044316,3.2912562,-14.3722515,2.161,2.161,2.161,0.048,0.193,0.048,97.74,0.982,0.095,0.895,48.468,53.343,close,stain,Normal
1004475034,456,1.0921985815602837,Male,34,100.0,20.091778,1.9452237,-13.701768,4.171,4.171,4.171,0.0,1.062,0.0,98.932,0.003,0.002,0.0,31.224,40.372,open,stain,Normal
1004302318,457,0.9965986394557823,Female,38,0.078,0.115260296,-1.6194211,17.608664,0.363,0.363,0.363,0.015,0.007,0.007,3.628,94.947,1.388,0.007,38.229,66.936,close,health,None
1004302318,458,1.0215827338129497,Female,45,9.706,-3.2436407,0.416239,-7.542254,0.324,0.324,0.324,0.006,0.006,0.006,2.464,94.214,2.204,1.099,86.961,50.45,close,health,None
1004302318,459,0.8701298701298701,Female,27,0.673,-3.7825842,5.481601,11.927692,3.984,3.984,3.984,0.001,0.001,0.001,56.828,43.14,0.001,0.027,70.751,55.402,close,health,Normal
1004302318,459,0.8529411764705882,Female,46,4.066,9.962488,15.028535,30.306677,3.034,3.034,3.034,0.148,0.148,0.386,0.588,79.461,4.178,15.092,0.006,46.207,open,acne,None
83061658,45,0.9558823529411765,Female,48,1.247,-1.9299792,-5.8442874,26.091421,0.123,0.123,0.123,0.026,0.026,0.026,1.816,97.819,0.172,0.115,0.675,51.983,open,health,Normal
1004302318,460,1.0,Female,42,98.479,5.120563,2.777677,-8.054959,1.094,1.094,1.094,0.002,0.001,0.001,72.352,27.639,0.003,0.001,84.629,45.614,close,stain,None
1004218247,461,0.975609756097561,Female,43,48.654,7.513942,12.722102,-0.016039845,0.359,0.359,0.359,0.013,0.034,0.013,78.987,20.69,0.013,0.252,93.156,56.764,close,health,None
262091,464,0.9747474747474747,Female,43,99.997,3.7357633,-5.843478,14.793492,1.717,1.717,1.717,0.0,0.0,0.0,100.0,0.0,0.0,0.0,56.237,77.27,open,health,None
262091,465,0.9696969696969697,Female,44,99.996,3.5759232,-5.5554347,14.954145,0.684,0.684,0.684,0.0,0.0,0.0,100.0,0.0,0.0,0.0,56.126,77.211,open,health,None
1001974109,466,0.981203007518797,Female,48,100.0,6.949236,3.586812,2.728057,0.587,0.587,0.587,0.045,2.384,12.879,84.323,0.06,0.045,0.265,91.503,75.537,open,health,None
1001974109,467,0.989247311827957,Female,54,100.0,8.118638,-0.6616916,3.8695686,0.366,0.366,0.366,0.081,0.959,11.723,87.073,0.047,0.032,0.086,89.915,78.375,open,health,None
1001847384,468,0.9819277108433735,Female,54,99.999,2.7842321,-3.7034702,23.137287,0.465,0.465,0.465,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.944,36.572,close,health,None
1001847384,469,0.8956521739130435,Female,39,99.993,3.0493438,-28.483086,-14.221301,0.044,0.044,0.044,0.0,0.002,0.0,99.953,0.0,0.044,0.0,61.92,53.049,open,health,None
83061658,46,1.0277777777777777,Female,47,99.755,-24.160131,0.33165306,28.65155,0.762,0.762,0.762,0.0,0.011,0.0,99.989,0.0,0.0,0.0,0.006,61.967,open,health,None
1001847384,470,0.9871794871794872,Female,42,8.475,5.8823323,-1.8022739,7.189339,1.395,1.395,1.395,0.181,0.775,7.128,17.246,39.085,35.326,0.258,85.847,62.212,close,health,None
1001847384,471,0.9894736842105263,Female,50,100.0,8.25277,4.0771856,7.4626536,2.057,2.057,2.057,0.011,0.011,0.068,99.549,0.148,0.166,0.047,83.325,53.848,close,dark_circle,None
1001847384,471,0.8571428571428571,Male,44,37.761,-10.879601,-12.613401,37.160637,99.22,99.22,99.22,7.145,0.96,63.819,0.264,21.395,5.008,1.409,0.006,62.737,other_occlusion,stain,None
1001847384,472,0.9893390191897654,Female,35,99.998,0.96102124,-5.450064,16.915915,0.343,0.343,0.343,0.001,0.0,0.002,99.974,0.005,0.017,0.001,43.41,64.606,open,health,None
1001847384,473,0.9680851063829787,Female,35,99.996,3.6382453,9.128529,13.020059,0.035,0.035,0.035,0.0,0.0,0.0,100.0,0.0,0.0,0.0,68.475,63.471,close,health,None
1001847384,474,0.9423076923076923,Female,35,99.99,1.9190457,12.323526,-15.7946205,0.364,0.364,0.364,0.001,0.001,0.001,99.876,0.039,0.049,0.034,51.541,58.837,close,health,None
1001847384,475,0.9498207885304659,Female,34,99.996,2.5192811,9.5537405,-17.247166,0.288,0.288,0.288,0.002,0.004,0.002,99.424,0.266,0.14,0.161,39.841,59.884,close,health,None
1396212,476,1.0425531914893618,Female,35,97.447,7.6593604,-0.92989457,1.8275536,1.067,1.067,1.067,0.033,2.64,0.033,58.885,38.109,0.077,0.224,91.761,86.827,close,health,None
1396212,476,1.0389610389610389,Female,40,85.965,6.483649,-1.4082373,-5.049073,0.532,0.532,0.532,0.002,0.06,0.002,85.956,13.973,0.002,0.006,89.299,86.354,close,health,None
1396212,479,0.9302325581395349,Female,28,100.0,8.107729,22.27006,-3.391609,1.407,1.407,1.407,0.002,0.025,0.154,19.644,0.002,80.166,0.007,90.049,67.364,open,health,None
83061658,47,1.0053475935828877,Female,53,100.0,4.775937,-1.4097873,10.672702,0.032,0.032,0.032,0.463,40.672,0.463,44.545,0.586,0.855,12.414,77.99,58.55,open,stain,Normal
1396212,480,1.0386100386100385,Female,37,96.088,8.778622,-0.70512503,0.47652945,0.592,0.592,0.592,0.039,22.659,0.039,43.513,33.393,0.266,0.091,92.307,86.192,close,health,None
1001798594,481,0.8664596273291926,Male,37,12.674,-17.624664,-0.67222035,-46.731335,0.578,0.578,0.578,0.039,0.008,0.008,89.372,9.97,0.594,0.008,0.006,59.756,close,stain,None
1001798594,482,1.0,Male,32,96.26,0.09679317,-7.447592,6.446755,0.348,0.348,0.348,0.007,0.074,0.02,99.276,0.578,0.007,0.038,89.76,67.648,close,health,None
1001798594,483,0.9876543209876543,Male,27,100.0,1.8019899,-3.8047128,10.106808,0.392,0.392,0.392,0.0,0.0,0.0,100.0,0.0,0.0,0.0,81.346,42.114,open,stain,None
1001798594,484,1.021505376344086,Male,37,31.239,1.5504204,8.45118,-6.804836,1.188,1.188,1.188,0.066,0.019,0.019,11.402,62.292,25.891,0.311,88.493,50.188,close,health,None
1001798594,485,1.0422535211267605,Male,36,100.0,4.301302,-3.0781868,6.62637,0.362,0.362,0.362,0.011,0.06,0.011,97.402,0.61,1.895,0.011,88.095,44.049,close,health,None
1001798594,486,0.98,Male,46,83.83,-4.4519057,-4.336939,5.708439,0.365,0.365,0.365,0.005,98.57,0.446,0.153,0.005,0.541,0.28,89.394,50.578,open,health,None
1001798594,487,1.0273972602739727,Male,42,29.319,4.4132986,-5.05311,6.19268,0.399,0.399,0.399,0.079,0.079,0.658,2.165,78.945,17.935,0.14,88.707,58.42,close,health,None
1001796757,488,1.064,Female,37,100.0,9.053216,-1.7514174,23.788979,0.075,0.075,0.075,0.0,0.0,0.0,99.988,0.012,0.0,0.0,2.951,64.909,open,stain,Normal
1001796757,489,1.0061349693251533,Female,29,99.4,6.3546567,-4.342827,-19.288773,3.167,3.167,3.167,0.0,0.0,0.0,99.994,0.006,0.0,0.0,20.595,81.066,close,health,None
83061658,48,1.2045454545454546,Female,39,6.911,30.91468,2.3446255,-0.0119545385,0.701,0.701,0.701,6.221,2.92,0.495,16.376,72.89,0.602,0.495,0.006,57.705,close,health,Normal
